gen,brain1,brain2,brain3,brain4,brain5,brain6,brain7,brain8,brain9,brain10,brain11,brain12,brain13,brain14,brain15,brain16,brain17,brain18,brain19,brain20,brain21,brain22,brain23,brain24,brain25,brain26,brain27,brain28,brain29,brain30,brain31,brain32,brain33,brain34,brain35,brain36,brain37,brain38,brain39,brain40,brain41,brain42,brain43,brain44,brain45,brain46,brain47,brain48,brain49,brain50,brain51,brain52,brain53,brain54,brain55,brain56,brain57,brain58,brain59,brain60,brain61,brain62,brain63,brain64,brain65,brain66,brain67,brain68,brain69,brain70,brain71,brain72,brain73,brain74,brain75,brain76,brain77,brain78,brain79,brain80,brain81,brain82,brain83,brain84,brain85,brain86,brain87,brain88,brain89,brain90,brain91,brain92,brain93,brain94,brain95,brain96,brain97,brain98,brain99,brain100
0,100.635,97.694,86.480,56.072,26.923,9.361,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-26.437,-67.633,-95.756
1,192.719,192.719,185.828,185.813,182.524,180.118,180.118,179.159,177.364,177.364,146.087,146.087,129.149,129.149,128.286,128.286,123.193,117.118,108.779,108.779,102.757,102.418,102.418,96.193,84.389,70.112,70.112,65.449,65.449,56.055,53.652,53.652,43.802,23.389,11.808,9.763,9.340,8.818,8.818,8.441,8.441,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-5.065,-64.005
2,201.288,192.950,192.950,190.449,189.102,186.534,186.402,186.071,186.056,185.943,185.939,185.939,185.928,185.928,185.928,185.928,184.609,183.644,182.523,180.179,180.179,179.725,179.219,178.438,178.092,177.382,177.382,174.815,170.565,170.489,169.224,156.219,150.603,146.081,146.081,142.209,139.067,134.758,129.594,129.594,125.312,125.312,123.230,122.606,117.141,108.677,108.677,93.122,90.060,73.891,72.990,45.979,44.651,40.756,34.850,33.283,32.884,10.605,10.605,9.354,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
3,226.639,201.217,197.054,195.363,194.453,192.734,192.734,188.982,187.980,187.591,187.246,187.072,186.917,186.414,186.393,186.277,185.972,185.929,185.843,185.814,185.812,185.811,185.806,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.652,184.794,184.478,184.447,184.232,183.564,183.363,182.505,180.690,177.753,171.061,169.615,127.559,125.667,118.435,117.137,112.803,110.416,103.420,97.556,93.588,89.834,88.274,87.332,85.277,80.079,73.341,68.277,66.894,53.487,39.184,15.897,8.452,8.452,6.317,-1.847,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
4,262.531,221.004,204.776,204.046,201.279,201.149,197.136,195.316,194.943,194.435,193.866,193.632,193.143,192.754,192.754,191.378,190.676,190.472,189.201,189.116,188.983,188.956,188.662,188.618,188.532,187.944,187.715,187.541,187.442,187.276,187.210,186.895,186.853,186.399,186.354,186.223,185.950,185.910,185.902,185.820,185.790,185.790,185.787,185.771,185.771,185.771,185.771,185.771,185.771,185.688,184.274,182.693,181.153,179.747,172.871,165.110,163.009,160.880,159.530,158.709,149.799,127.093,123.130,115.548,113.825,113.290,112.323,106.641,101.564,87.603,75.780,74.452,57.059,50.193,49.370,44.783,14.406,10.786,9.342,9.340,8.151,2.446,-1.213,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
5,269.079,224.313,221.088,219.292,207.468,204.601,204.191,201.235,201.025,199.497,198.695,197.214,196.608,195.972,195.564,195.411,195.078,194.521,193.847,193.788,193.683,193.126,192.980,192.881,192.881,191.652,190.873,189.326,189.133,188.949,188.867,188.867,188.363,188.320,187.582,186.942,186.817,186.352,185.988,185.869,185.869,185.869,185.869,185.869,185.708,184.721,183.232,177.405,174.421,167.885,166.796,157.996,140.898,137.251,136.022,136.022,120.320,116.128,109.840,106.138,104.813,91.401,89.347,87.057,46.438,37.735,34.168,31.251,13.054,10.897,9.755,8.383,7.647,6.434,0.725,-2.050,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
6,263.161,231.159,226.801,226.109,221.155,217.469,215.824,207.370,204.799,204.225,201.350,200.775,200.709,200.606,199.477,198.550,198.304,197.603,197.507,197.203,197.159,196.621,196.227,196.041,195.488,195.456,195.348,195.249,195.068,194.553,193.888,193.881,193.303,193.052,192.658,191.473,189.978,188.274,187.945,187.253,186.553,186.128,186.114,186.095,185.962,185.946,185.928,185.925,185.925,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.770,185.759,185.691,185.659,183.541,161.661,146.108,140.519,125.884,118.575,113.694,112.369,104.766,103.171,101.606,101.470,93.831,87.484,86.618,81.403,27.662,27.253,21.230,14.005,8.238,-0.342,-2.155,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
7,264.261,259.485,259.485,246.100,230.776,230.389,229.137,226.687,224.273,221.031,216.296,213.190,212.561,211.854,207.547,204.623,204.117,203.258,201.589,201.330,200.731,200.636,200.543,199.458,198.907,198.543,198.314,197.577,197.389,197.129,196.589,195.730,195.730,194.930,194.237,193.788,191.605,191.015,190.960,190.554,189.950,189.230,188.931,188.254,188.151,187.956,187.300,187.183,186.753,186.626,186.577,186.109,186.065,185.928,185.915,185.879,185.863,185.863,185.863,185.863,185.441,185.272,185.171,180.863,179.274,172.823,168.334,163.868,157.304,141.960,138.684,111.305,105.123,99.291,96.415,72.670,72.257,64.756,41.034,37.877,27.819,17.793,14.028,10.327,10.152,9.150,8.764,8.444,8.431,7.737,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
8,263.757,263.757,258.157,243.687,238.200,234.573,234.003,224.562,223.961,220.938,216.667,214.438,214.368,213.362,212.669,212.405,211.940,207.277,205.696,204.761,204.012,203.291,201.347,201.157,199.863,194.340,193.648,193.617,193.248,193.064,189.478,188.382,187.797,187.677,187.491,187.431,187.015,186.730,186.645,186.447,186.422,186.229,186.197,185.991,185.916,185.843,185.795,185.784,185.784,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.663,185.509,185.422,185.389,178.840,178.459,171.063,151.772,142.099,140.850,121.900,119.577,118.760,112.899,112.679,105.684,104.480,100.143,55.977,27.606,20.516,18.546,17.073,11.803,10.415,10.053,9.837,9.676,9.348,0.976,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
9,265.625,261.759,261.759,246.792,230.607,230.488,227.283,227.044,225.350,224.870,221.015,218.237,217.107,214.889,213.805,213.466,213.068,212.458,207.283,205.832,204.956,204.740,199.540,198.151,197.802,192.391,191.019,190.768,190.183,190.092,188.706,188.647,188.183,187.220,186.970,186.881,186.547,186.427,186.132,186.108,185.920,185.920,185.911,185.908,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.804,184.899,183.075,182.688,169.473,158.243,155.734,149.485,149.401,139.444,138.410,133.188,49.697,37.612,33.969,13.448,13.431,12.057,9.573,9.422,9.341,9.341,9.341,9.341,9.341,8.783,8.749,8.294,4.940,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-3.228
10,266.186,258.311,258.311,243.949,237.377,233.370,230.497,229.149,228.119,227.192,226.850,221.184,219.994,218.583,217.922,217.065,215.147,213.473,212.665,209.594,208.919,207.499,205.994,201.716,200.863,194.166,193.556,193.054,190.521,189.136,189.099,188.551,187.585,187.352,187.316,187.141,187.083,186.760,186.643,186.639,186.631,186.602,186.443,186.428,186.302,186.233,186.231,186.226,186.120,186.021,185.999,185.984,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.958,185.869,173.791,168.593,168.311,168.277,168.104,140.553,139.250,114.483,78.564,74.030,62.182,62.073,45.021,35.499,22.716,16.498,13.766,13.453,9.369,9.369,9.369,9.369,-0.192,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
11,261.879,261.879,260.350,251.386,236.511,236.142,232.812,230.412,226.616,225.799,225.107,220.948,217.914,217.214,216.760,215.656,215.329,213.851,213.610,212.634,209.559,205.114,204.967,204.240,202.319,198.293,197.982,197.287,195.370,193.370,193.356,192.867,188.245,187.647,187.363,186.734,186.537,186.283,185.966,185.956,185.874,185.857,185.842,185.820,185.806,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.671,184.315,184.178,183.550,180.594,172.702,158.020,130.925,113.752,85.165,82.211,51.901,34.960,34.595,26.587,20.959,13.494,11.575,10.578,10.279,9.578,9.396,9.342,9.342,9.342,8.632,8.453,8.453,3.347,0.664,0.085,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
12,297.441,281.849,281.849,268.206,261.730,261.730,247.509,236.128,236.128,232.767,231.714,229.465,229.427,227.166,226.291,224.630,222.339,221.088,217.968,217.204,216.753,216.093,215.814,214.358,214.152,212.743,211.917,206.468,201.883,198.978,197.233,194.058,193.880,192.262,192.172,191.515,191.324,190.815,190.566,189.556,186.960,186.960,186.756,186.581,186.506,186.132,185.978,185.913,185.913,185.904,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.857,185.355,183.288,181.857,178.335,177.733,155.191,111.182,74.700,73.195,60.207,45.083,44.317,40.173,38.302,33.187,26.670,25.610,19.400,14.290,12.708,10.191,9.780,9.355,9.355,9.355,9.355,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
13,292.074,283.639,283.639,280.819,277.179,277.179,275.566,264.534,264.534,263.000,249.785,245.164,238.701,238.701,236.789,236.203,236.203,234.026,231.751,231.598,230.946,227.029,226.217,224.338,222.357,221.164,217.953,217.157,206.874,204.601,196.023,189.027,188.423,186.906,186.748,186.613,186.368,186.323,186.293,186.144,186.106,185.971,185.968,185.903,185.903,185.903,185.903,185.903,185.903,185.903,184.863,183.930,178.450,170.667,155.920,154.512,146.576,142.125,136.520,103.179,98.447,71.099,45.655,22.583,14.847,11.435,9.973,9.943,9.563,9.561,9.486,9.438,9.430,9.412,9.372,9.372,9.372,9.372,9.372,9.372,9.372,9.372,9.372,8.378,8.378,3.110,1.768,1.463,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
14,311.417,287.663,282.899,280.151,280.151,279.105,276.107,275.061,273.806,273.407,273.209,271.838,271.838,262.338,262.338,257.216,257.089,253.314,248.301,245.926,236.821,236.821,236.631,236.630,236.630,233.982,233.425,233.260,229.702,219.088,209.474,207.596,198.651,190.945,190.849,189.942,189.314,189.003,188.406,187.915,187.629,186.654,186.654,186.637,186.442,186.364,186.304,186.278,186.244,185.858,185.834,185.834,185.834,185.834,148.111,146.882,131.649,122.237,116.015,105.959,95.018,64.234,62.693,49.174,48.678,46.335,22.585,15.528,13.254,10.622,9.631,9.490,9.460,9.391,9.374,9.362,9.355,9.352,9.344,9.342,9.341,9.341,9.340,9.340,9.340,9.340,9.340,8.452,8.439,8.439,8.439,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
15,297.605,290.975,286.535,286.535,284.683,284.591,280.989,278.318,276.287,276.261,275.308,275.063,274.624,273.314,273.102,272.976,272.942,271.627,271.627,268.340,263.322,261.284,261.284,260.062,257.207,254.562,253.420,253.123,252.731,247.782,242.428,241.525,239.868,226.068,225.572,222.929,222.117,219.866,215.679,214.774,213.838,196.228,193.843,189.727,188.421,186.554,186.516,185.986,185.857,185.837,185.837,185.837,185.837,185.432,184.627,178.560,160.607,143.715,139.912,132.855,130.521,127.228,121.558,73.312,70.430,67.639,57.627,56.068,54.955,53.156,42.587,39.128,30.195,15.935,11.839,10.060,9.618,9.459,9.416,9.396,9.380,9.376,9.361,9.353,9.352,9.352,9.352,9.352,9.352,9.352,9.352,9.352,8.469,8.469,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
16,300.668,299.578,298.475,297.841,292.470,292.454,288.263,287.951,287.816,284.978,283.455,280.691,280.691,279.755,278.698,275.530,275.287,274.882,274.400,274.047,273.310,273.000,271.598,271.389,271.389,268.041,267.967,266.660,264.641,263.578,262.441,261.435,260.986,245.217,243.100,238.639,228.360,215.868,211.714,204.078,200.981,198.050,193.528,193.353,192.100,189.550,188.718,186.596,185.921,185.921,185.921,185.921,185.514,184.552,177.275,172.280,171.015,164.004,160.526,159.558,146.809,138.046,135.801,127.142,120.087,119.684,116.820,109.179,98.352,94.754,81.261,56.635,42.889,30.738,20.454,17.568,15.416,12.258,10.171,10.164,10.091,9.807,9.779,9.536,9.392,9.377,9.377,9.377,9.377,9.377,9.377,9.377,9.373,9.372,8.601,8.364,7.951,-2.161,-2.161,-2.161
17,336.950,298.897,295.371,294.726,294.611,294.010,293.747,289.742,289.073,288.959,288.694,285.862,283.467,282.740,282.089,281.617,281.494,281.494,280.798,277.784,276.911,276.630,274.890,274.406,273.485,273.332,270.746,270.562,270.510,270.318,270.125,270.033,269.007,267.500,266.854,264.104,263.607,263.246,262.364,261.726,261.077,258.691,254.220,254.126,253.999,252.282,251.849,240.781,235.588,234.753,233.909,225.468,220.705,216.154,213.464,209.092,196.189,196.118,190.889,189.322,188.650,188.413,186.083,185.978,185.889,185.889,185.889,185.889,185.889,177.753,172.248,165.722,162.643,161.521,160.459,142.051,135.497,135.046,116.499,114.465,100.278,58.446,55.627,45.151,44.274,35.397,30.099,13.187,10.237,9.830,9.724,9.404,9.376,9.371,9.371,9.371,9.365,9.358,-2.161,-2.161
18,311.232,297.092,294.881,291.056,291.053,289.419,288.909,288.638,288.602,288.575,288.543,288.509,286.954,286.508,286.409,285.370,284.467,283.651,282.699,282.621,281.768,281.568,281.021,280.225,280.111,280.111,279.721,279.188,278.928,278.539,277.791,277.349,277.050,277.005,275.706,275.581,272.722,272.692,271.991,269.784,267.875,267.243,264.318,258.774,250.697,248.112,246.239,233.570,231.958,231.455,230.465,230.033,229.693,229.659,228.179,218.480,208.781,203.461,192.929,191.245,189.706,187.112,186.251,185.821,182.015,162.973,153.033,150.282,142.914,123.905,121.869,111.008,106.144,103.367,94.692,73.565,67.298,57.214,49.597,33.687,23.883,21.387,17.243,13.904,13.326,12.756,12.174,11.341,10.917,10.084,9.451,9.372,9.358,9.347,9.347,9.347,9.346,9.345,9.337,3.560
19,303.432,300.221,297.414,294.691,293.202,290.371,290.016,289.636,287.879,287.247,287.190,286.866,286.846,286.700,283.821,283.475,283.383,282.849,282.220,282.142,280.098,280.045,278.245,277.789,277.207,277.085,276.974,276.585,276.202,276.029,273.729,273.301,273.163,271.766,271.532,270.774,268.612,268.413,267.690,264.082,260.193,259.222,258.574,257.403,254.896,253.043,252.458,250.835,249.184,243.608,242.770,232.196,224.260,222.015,215.893,214.369,211.093,210.846,206.628,206.620,199.000,196.625,192.713,187.611,187.303,186.382,185.812,185.766,176.403,166.497,111.650,94.049,92.922,85.393,83.460,64.839,49.049,36.377,31.999,29.687,27.607,21.812,12.347,10.591,10.015,9.894,9.745,9.685,9.670,9.641,9.543,9.490,9.432,9.367,9.361,9.350,9.350,9.350,9.350,9.346
20,342.757,333.507,306.520,305.551,300.207,299.165,298.174,297.519,297.063,296.236,295.865,295.159,294.376,291.737,291.165,290.381,290.185,289.166,289.050,288.181,287.708,287.107,286.299,286.264,286.020,283.546,283.375,283.307,282.498,281.967,281.570,281.220,280.914,279.941,279.819,278.787,278.223,277.972,276.177,275.977,275.800,275.480,274.853,273.912,270.412,269.093,268.566,267.883,267.562,265.605,264.790,264.313,263.851,259.128,258.404,257.603,255.667,248.903,241.410,240.486,240.393,236.887,231.398,223.817,217.472,211.217,207.346,206.373,202.687,201.424,198.316,195.487,193.883,193.746,191.813,190.822,188.407,179.846,179.462,175.485,160.570,126.296,60.382,55.805,45.099,23.884,20.851,11.936,9.922,9.881,9.442,9.418,9.405,9.388,9.386,9.383,9.383,9.383,9.381,-2.201
21,351.698,320.816,313.108,311.128,306.626,305.099,303.963,300.943,300.315,300.222,298.888,298.367,295.956,295.222,294.469,293.820,293.469,292.711,292.638,292.491,292.290,291.340,291.027,289.325,287.078,286.829,286.443,286.302,285.494,284.662,284.259,283.336,282.872,281.918,281.466,281.200,280.959,278.178,276.758,275.904,273.407,273.033,268.481,264.445,260.285,259.729,258.892,257.472,254.677,245.349,245.127,242.455,240.821,238.622,237.603,237.372,235.124,232.012,231.443,226.970,224.435,223.693,222.447,218.778,201.782,198.914,196.404,194.182,188.935,188.491,184.821,177.275,166.319,157.278,154.684,142.673,138.312,125.109,119.322,111.516,101.692,92.438,79.671,64.072,57.866,55.522,51.680,50.325,19.591,10.920,10.210,9.688,9.534,9.521,9.408,9.405,9.396,9.393,9.390,-2.201
22,350.310,320.039,317.474,310.098,305.092,301.801,301.092,300.608,300.252,299.848,298.802,297.671,296.669,296.347,296.048,295.409,294.386,293.642,291.056,290.945,290.942,289.816,289.606,289.578,288.382,287.455,287.288,284.916,283.735,282.873,281.740,281.641,280.475,278.164,278.080,276.794,276.436,275.652,274.891,273.736,271.462,271.289,271.037,264.822,264.394,261.759,260.994,260.244,259.685,259.237,257.766,255.518,255.408,253.233,252.903,246.037,238.819,236.472,234.860,224.089,201.114,198.353,196.128,194.057,190.216,190.152,189.048,189.022,188.504,178.108,166.840,164.058,159.980,137.189,134.881,123.183,111.919,104.893,102.410,97.265,96.163,92.653,77.467,74.597,66.576,55.480,35.041,28.831,27.499,26.705,23.926,11.117,10.444,10.182,9.651,9.558,9.548,9.403,9.399,9.398
23,350.970,312.415,311.989,306.996,304.238,303.596,302.784,302.062,299.035,298.815,298.486,297.438,297.025,297.001,295.848,295.129,295.030,294.198,294.074,293.906,293.544,292.483,291.778,291.347,291.189,291.074,290.685,289.626,289.339,288.994,288.246,286.220,286.206,281.851,281.548,279.146,274.936,274.884,274.566,271.273,270.984,268.730,267.620,266.965,266.172,265.735,265.479,265.007,264.420,263.741,261.482,261.284,258.325,256.360,253.571,251.401,251.001,247.163,237.439,236.856,236.294,229.647,229.448,217.457,214.470,205.176,204.077,203.375,190.043,188.877,188.499,188.481,188.393,188.393,187.224,173.272,138.298,127.243,106.509,99.201,64.132,61.999,42.778,36.076,19.988,19.252,16.158,15.969,12.882,11.513,9.547,9.438,9.409,9.397,9.397,9.396,9.396,9.396,9.396,9.389
24,342.358,332.554,330.144,319.090,318.451,307.172,306.995,306.175,304.504,304.405,304.138,301.582,299.125,298.090,297.579,297.156,296.325,296.250,295.956,295.541,294.507,293.053,292.679,292.484,292.383,290.971,289.250,288.485,286.570,285.038,284.558,283.021,281.653,281.261,281.088,280.758,279.916,278.353,274.745,272.922,269.439,267.764,265.987,264.486,263.301,262.969,261.790,260.030,259.817,258.568,256.233,250.675,250.321,249.727,248.640,248.484,235.112,233.182,227.468,225.970,223.811,223.355,217.693,214.038,209.282,205.654,205.654,203.920,200.814,197.297,192.217,188.314,188.314,186.752,186.577,184.515,163.625,157.904,157.865,152.989,145.741,134.250,109.513,87.308,86.030,54.958,40.877,12.625,10.297,9.705,9.617,9.578,9.504,9.376,9.376,9.375,9.374,9.374,9.374,3.216
25,337.896,335.113,317.292,312.871,306.737,306.009,305.863,304.575,303.801,302.129,302.071,300.885,300.522,299.707,297.479,297.449,296.695,296.257,294.765,294.610,294.361,294.217,294.042,293.594,291.807,290.526,290.489,289.059,288.492,282.885,281.309,279.838,279.476,277.861,277.387,274.767,274.330,269.178,266.595,266.183,266.143,265.569,265.555,263.297,260.134,258.777,245.880,241.093,238.129,237.173,235.189,219.296,211.585,209.177,206.965,204.561,202.979,201.542,200.246,197.370,194.333,193.725,193.712,192.594,190.040,189.721,188.419,188.419,182.438,179.521,179.155,141.750,133.925,131.001,102.018,78.883,74.143,66.355,55.115,44.145,34.996,34.332,31.777,26.161,23.980,18.664,10.871,10.775,10.234,9.643,9.484,9.468,9.425,9.410,9.399,9.398,9.398,5.896,-2.201,-2.201
26,331.387,326.911,319.002,318.552,309.275,307.963,305.744,302.662,302.078,301.402,301.375,300.386,299.854,298.600,298.315,296.986,296.919,296.227,295.377,294.770,294.547,294.198,293.735,293.342,292.008,289.737,289.588,288.496,287.424,286.286,284.182,276.342,276.014,272.506,268.812,261.971,260.804,251.699,251.220,246.308,245.623,243.964,242.922,238.639,236.275,230.836,224.918,223.831,220.282,218.013,208.535,208.490,207.909,197.646,192.518,192.340,191.951,188.500,188.500,186.482,185.035,179.877,165.878,140.456,135.344,123.741,115.286,112.275,102.848,97.700,82.082,58.561,54.811,49.275,45.581,34.458,27.569,20.900,11.782,11.496,10.897,10.392,10.291,10.118,9.932,9.834,9.465,9.442,9.428,9.426,9.425,9.418,9.402,9.402,9.402,9.402,9.402,9.402,4.915,-2.201
27,346.313,330.587,323.380,322.881,318.732,311.880,305.103,302.627,300.773,300.430,299.445,299.397,298.752,298.594,298.412,297.395,296.203,296.057,295.936,294.555,293.873,293.372,292.611,292.473,291.164,290.783,290.136,288.079,287.683,287.643,286.410,285.521,284.332,277.395,276.368,276.116,275.283,274.836,274.271,272.342,271.341,271.316,268.623,265.429,264.593,260.857,259.929,254.887,252.992,250.639,249.989,247.985,246.266,242.381,238.985,238.957,238.648,238.300,234.988,231.458,230.737,227.492,221.998,218.243,217.089,200.247,191.510,190.882,189.926,189.187,188.461,188.045,184.177,164.223,156.496,155.129,154.139,114.884,100.554,80.137,79.859,68.148,59.278,57.961,49.398,13.722,13.713,11.553,11.389,10.939,10.404,9.528,9.523,9.416,9.407,9.400,9.397,9.397,-2.201,-2.201
28,368.479,363.158,356.124,349.865,330.530,329.826,326.905,318.882,317.314,313.729,307.952,305.014,303.645,302.259,301.959,300.496,298.964,297.775,295.261,293.998,292.393,292.134,291.855,290.020,289.965,288.583,288.355,286.987,285.408,284.979,283.941,283.900,282.395,278.248,277.813,277.390,275.138,274.863,268.105,267.858,261.929,252.860,249.407,247.194,243.639,243.588,232.351,223.048,220.759,213.680,210.740,207.634,207.186,202.016,198.638,194.951,192.318,192.103,188.378,185.048,178.779,155.689,151.591,140.211,136.480,135.772,130.323,126.242,115.497,113.252,82.192,80.067,70.915,64.511,61.128,59.021,54.562,47.813,46.051,37.617,37.359,20.696,19.863,17.913,14.461,13.824,13.326,11.780,11.649,11.215,11.134,10.555,9.775,9.714,9.388,9.381,9.374,-2.201,-2.201,-2.201
29,367.714,365.845,363.661,363.033,359.782,350.756,339.792,336.316,329.417,326.875,320.911,317.313,311.924,306.130,305.949,305.059,303.854,303.343,302.792,299.525,299.525,299.315,299.210,297.667,297.654,297.155,296.628,296.440,296.244,295.292,295.242,295.053,294.464,294.395,293.861,291.706,290.893,287.291,287.287,284.413,283.457,281.791,280.518,280.518,280.052,278.033,277.468,277.192,271.435,269.520,268.893,267.720,267.122,266.875,264.729,262.409,260.899,258.687,258.314,257.810,252.510,249.143,248.638,245.814,242.133,241.507,231.850,222.882,222.529,215.512,203.304,201.725,200.906,198.184,188.792,188.616,188.489,188.459,183.081,166.228,148.807,120.440,116.934,81.159,79.508,59.508,55.949,52.638,43.839,42.529,38.459,28.272,27.702,19.395,14.076,12.750,12.052,10.300,9.477,-2.201
30,418.995,367.505,362.763,359.609,359.609,351.587,345.341,339.833,338.907,337.723,335.923,327.860,327.036,327.036,324.921,323.830,323.623,322.042,319.648,318.161,313.781,313.468,312.986,312.638,311.839,311.401,311.401,309.342,302.935,302.108,299.858,294.872,294.555,293.748,292.021,291.955,290.131,289.482,288.895,287.734,287.391,286.594,286.554,282.773,282.291,274.338,274.173,269.262,269.262,268.088,265.630,263.326,261.643,259.231,250.245,250.111,249.694,245.048,245.048,239.452,239.237,236.857,209.295,207.968,206.510,204.979,204.375,189.151,188.462,157.420,154.897,133.135,127.849,123.458,105.227,99.424,97.071,89.488,80.999,66.521,52.940,45.346,43.971,41.115,35.448,33.108,32.642,32.557,32.238,14.722,12.273,10.925,10.231,9.689,9.657,9.422,9.392,9.391,-2.201,-2.201
31,375.753,370.006,364.731,351.262,346.550,345.986,345.986,345.750,341.907,339.507,336.174,335.846,329.268,327.150,326.885,319.405,318.354,315.958,313.147,313.147,310.895,308.141,307.575,307.267,303.867,298.508,298.429,292.984,291.556,290.798,290.798,288.605,288.147,287.788,286.367,284.955,283.777,281.945,281.439,281.422,281.002,275.672,274.327,273.650,271.404,270.733,265.950,263.215,262.720,252.838,242.898,235.011,223.019,221.606,219.457,219.057,208.119,208.112,198.754,197.404,189.397,188.403,188.403,187.291,186.831,186.831,176.918,175.534,174.938,170.345,153.701,149.285,146.649,136.791,126.445,113.034,103.911,92.723,81.203,81.203,72.270,62.197,48.597,43.811,29.373,19.382,16.237,11.576,10.050,9.873,9.474,9.473,9.467,9.420,9.415,9.391,9.390,5.913,5.740,-2.201
