gen,brain1,brain2,brain3,brain4,brain5,brain6,brain7,brain8,brain9,brain10,brain11,brain12,brain13,brain14,brain15,brain16,brain17,brain18,brain19,brain20,brain21,brain22,brain23,brain24,brain25,brain26,brain27,brain28,brain29,brain30,brain31,brain32,brain33,brain34,brain35,brain36,brain37,brain38,brain39,brain40,brain41,brain42,brain43,brain44,brain45,brain46,brain47,brain48,brain49,brain50,brain51,brain52,brain53,brain54,brain55,brain56,brain57,brain58,brain59,brain60,brain61,brain62,brain63,brain64,brain65,brain66,brain67,brain68,brain69,brain70,brain71,brain72,brain73,brain74,brain75,brain76,brain77,brain78,brain79,brain80,brain81,brain82,brain83,brain84,brain85,brain86,brain87,brain88,brain89,brain90,brain91,brain92,brain93,brain94,brain95,brain96,brain97,brain98,brain99,brain100
0,164.073,131.370,95.377,56.072,42.057,9.361,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-26.437,-81.573,-101.051
1,220.783,190.300,185.855,185.846,185.846,185.813,185.813,165.369,165.369,161.760,155.270,151.139,151.139,146.100,143.767,138.186,138.186,131.407,122.165,114.370,114.370,111.130,111.130,99.836,95.671,95.671,94.881,89.748,67.066,67.066,56.055,41.634,41.120,41.120,9.479,9.340,9.338,8.441,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-12.478,-40.171
2,220.821,190.380,187.574,186.353,186.137,186.116,186.068,186.003,186.003,185.970,185.961,185.961,185.928,185.928,185.928,185.928,185.928,185.928,185.928,185.928,185.928,175.578,170.838,165.475,165.475,164.154,162.786,155.361,151.210,151.210,146.174,143.857,139.370,138.241,138.241,131.421,122.192,120.300,114.367,77.973,69.814,66.013,66.013,56.416,43.327,43.327,9.355,8.443,8.443,8.443,8.443,3.036,1.615,0.249,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-5.916,-51.559
3,232.618,220.737,211.699,194.684,190.262,187.536,187.460,186.680,186.248,186.127,186.018,186.004,185.905,185.869,185.869,185.843,185.836,185.836,185.817,185.806,185.804,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,184.426,183.407,180.244,178.963,177.180,171.677,167.794,158.979,141.629,136.492,124.066,120.807,120.788,89.599,77.556,64.145,59.255,51.554,36.617,32.791,12.062,9.344,9.344,9.344,8.452,8.452,0.064,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-11.496,-101.051
4,234.532,220.896,212.024,196.563,194.736,192.964,190.252,190.216,188.969,188.848,188.295,188.215,188.137,187.523,187.507,187.431,186.881,186.649,186.593,186.231,186.208,186.087,186.050,185.982,185.960,185.957,185.921,185.915,185.842,185.842,185.813,185.805,185.805,185.792,185.782,185.771,185.771,185.771,185.771,185.771,185.771,185.771,185.771,185.771,185.771,185.771,185.771,185.771,185.771,184.393,178.963,177.697,176.398,166.748,156.534,152.935,141.179,121.852,113.011,106.061,101.761,92.894,87.214,81.006,44.817,43.574,24.105,23.467,11.435,10.484,9.340,9.340,9.163,8.453,8.453,8.453,8.311,3.054,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
5,279.873,231.061,224.939,220.802,211.889,196.863,196.417,194.809,193.411,193.053,191.341,191.341,191.212,191.212,190.351,190.303,190.108,189.919,189.068,188.927,188.387,188.341,188.296,188.215,187.616,187.582,187.541,186.962,186.714,186.680,186.677,186.307,186.277,186.267,186.224,186.178,186.159,185.967,185.958,185.951,185.945,185.932,185.891,185.880,185.869,185.869,185.869,185.869,185.869,185.869,185.869,185.869,185.869,185.869,185.869,185.869,185.869,185.012,183.457,170.285,155.121,137.405,132.691,128.003,125.526,118.263,115.952,97.952,70.179,9.374,9.350,9.342,9.342,9.342,8.475,8.417,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
6,277.134,268.328,263.302,256.877,231.118,220.902,216.399,211.946,196.867,196.488,195.824,194.972,194.461,193.341,193.132,191.970,191.284,191.284,191.260,191.260,190.415,190.361,190.150,189.833,189.558,189.456,189.126,188.997,188.779,188.774,188.254,187.585,187.107,186.813,186.656,186.570,186.419,186.128,185.983,185.957,185.943,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.265,180.989,177.496,176.582,158.038,153.091,131.193,120.543,108.446,81.276,80.936,69.590,40.187,33.635,33.635,27.425,12.359,11.098,10.742,9.356,9.356,8.378,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-26.010
7,283.127,272.400,268.730,265.687,239.525,232.619,220.859,212.096,203.340,198.467,196.668,196.631,196.404,195.778,194.859,194.345,193.315,193.075,193.020,191.878,191.224,191.224,191.172,191.172,189.005,188.769,187.848,187.480,187.163,186.522,186.497,186.455,186.171,186.129,186.068,186.055,186.004,185.949,185.910,185.871,185.863,185.863,185.863,185.863,185.863,185.863,185.863,185.863,185.863,185.863,185.491,181.904,176.712,175.785,175.304,174.381,162.275,157.297,156.407,148.482,147.774,145.139,135.134,124.014,96.947,66.467,48.973,42.986,40.434,37.677,32.726,26.851,23.815,22.478,15.176,13.972,13.972,11.016,9.590,9.574,9.500,9.437,9.365,9.357,9.357,9.357,9.357,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
8,277.690,271.914,269.101,265.708,250.126,240.586,231.345,220.732,211.633,202.768,202.485,198.045,197.388,196.475,196.239,195.714,194.806,194.686,194.681,193.003,192.881,192.863,192.108,191.748,190.145,188.723,186.872,186.827,186.158,186.059,185.884,185.817,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.780,185.769,175.574,174.738,171.376,167.865,161.821,158.871,136.860,129.443,115.527,94.412,76.419,71.240,65.455,58.808,56.531,47.191,40.814,39.352,38.919,38.486,36.251,20.574,15.934,15.613,11.013,9.477,9.353,9.349,9.348,9.348,0.981,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
9,281.645,273.790,270.968,268.833,266.680,260.915,244.003,240.087,233.477,225.825,220.942,220.827,211.822,202.875,202.817,201.129,196.890,196.342,194.888,194.785,194.307,194.212,193.216,193.134,189.243,188.438,188.015,187.146,186.750,186.197,186.170,186.170,186.150,186.036,186.025,186.005,185.981,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,172.917,161.289,151.170,138.646,121.610,118.017,92.139,90.924,86.545,62.140,57.445,56.053,56.053,55.643,53.110,48.513,39.914,38.494,31.853,27.859,22.063,12.516,10.180,10.177,10.073,9.812,9.506,9.341,9.341,9.341,9.341,9.341,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
10,275.672,269.246,266.127,265.548,260.912,258.448,237.329,234.944,234.426,227.996,221.959,220.872,213.597,211.901,211.608,203.749,202.397,198.379,198.332,197.164,196.494,196.282,195.103,195.062,192.279,190.883,189.391,189.117,187.846,186.756,186.730,186.664,186.548,186.193,186.057,186.011,185.977,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.966,185.926,179.143,178.098,145.689,142.026,140.581,138.731,133.784,124.973,124.924,119.309,118.729,102.415,99.523,94.322,93.547,65.023,63.869,59.701,48.268,39.908,21.639,12.315,10.064,9.928,9.681,9.613,9.369,9.369,8.380,6.040,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
11,277.613,273.652,272.105,271.432,265.155,263.102,258.776,257.091,244.690,242.319,232.172,228.336,227.312,220.804,213.212,212.045,211.611,202.867,202.035,201.849,196.725,196.658,195.216,192.763,192.423,188.514,188.246,187.505,187.405,186.743,186.711,186.517,186.472,186.301,185.962,185.896,185.854,185.796,185.793,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,182.683,181.899,180.881,180.816,177.017,176.989,149.162,147.612,136.250,135.280,134.988,111.922,95.389,67.626,59.341,41.307,32.356,26.509,21.364,10.228,10.136,9.886,9.764,9.684,9.395,9.358,9.342,9.342,9.342,9.342,9.342,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-3.005
12,302.435,302.435,280.231,278.173,277.546,277.258,273.293,271.992,266.211,266.084,260.396,259.505,241.553,235.752,230.915,229.730,227.884,220.857,217.221,214.688,213.319,211.812,211.598,210.398,206.693,206.693,205.055,202.901,202.847,201.806,198.152,198.050,191.837,190.684,190.522,190.290,189.175,187.431,187.359,187.359,187.126,186.182,186.147,186.039,186.003,185.936,185.886,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.869,183.602,180.120,177.594,173.007,169.124,152.239,147.858,142.469,136.168,99.906,94.036,68.011,51.805,42.270,17.008,14.585,13.093,12.396,9.961,9.363,9.361,9.355,9.355,9.355,9.355,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
13,290.664,290.664,281.602,281.543,281.543,276.542,276.025,275.416,269.426,267.737,266.598,266.450,266.313,261.977,261.189,261.189,254.935,254.935,242.858,237.698,233.889,233.889,233.834,229.946,229.728,227.334,220.835,219.139,214.292,207.301,197.666,191.287,189.257,187.713,186.055,185.966,185.936,185.903,185.903,185.903,185.903,185.903,185.903,185.903,185.903,185.903,185.903,185.903,185.903,185.903,185.901,184.482,184.015,182.151,178.764,172.545,169.518,150.015,124.812,124.175,100.482,92.278,62.081,56.127,45.149,43.493,43.448,39.880,34.634,24.698,23.062,14.705,13.465,10.135,9.940,9.812,9.397,9.378,9.373,9.372,9.372,9.372,9.372,9.372,8.748,8.698,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-100.870
14,309.610,306.738,295.798,292.263,292.263,281.033,280.224,275.307,275.307,274.477,273.784,270.198,269.892,266.566,264.543,264.270,260.582,260.294,259.896,256.307,256.307,245.969,245.565,245.565,237.656,234.629,234.032,222.492,202.242,201.462,199.174,192.729,190.892,190.647,190.207,188.547,187.622,187.548,187.073,186.419,186.404,186.095,186.004,185.834,185.834,185.834,185.834,185.834,185.834,185.834,185.834,185.781,177.760,176.578,172.683,149.831,143.454,143.053,136.844,134.490,111.798,111.798,98.611,98.611,95.798,73.438,72.746,69.122,48.506,40.125,35.604,24.376,19.352,14.116,11.693,10.702,10.038,9.743,9.645,9.529,9.517,9.438,9.393,9.367,9.340,9.340,9.340,9.340,9.340,9.340,9.340,9.340,9.340,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
15,314.991,307.510,300.360,299.862,289.183,289.183,289.156,284.102,284.102,283.458,281.519,280.106,279.649,279.506,275.478,274.808,267.472,267.177,266.481,266.381,265.968,264.712,263.790,260.680,259.662,258.880,227.599,194.479,192.804,192.650,188.326,188.246,187.511,186.574,186.468,186.037,185.874,185.837,185.837,185.837,185.837,185.837,185.837,185.837,185.837,185.837,185.837,185.837,180.184,179.030,175.070,158.063,140.726,125.553,108.948,107.798,98.433,95.012,76.507,76.280,67.967,61.271,56.062,54.149,53.698,47.936,46.820,39.215,35.867,28.434,14.871,11.794,9.826,9.818,9.817,9.757,9.637,9.473,9.407,9.379,9.374,9.369,9.359,9.352,9.352,9.352,9.352,9.352,9.352,9.352,9.313,6.247,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
16,320.408,315.545,304.217,302.153,297.734,294.148,292.764,291.095,291.095,288.817,287.004,282.884,282.884,282.680,282.099,274.713,274.637,273.448,273.031,270.922,267.991,267.554,267.525,265.847,264.356,261.917,254.289,230.587,200.084,193.549,193.476,191.150,189.557,189.557,189.551,187.555,187.173,186.104,185.964,185.925,185.925,185.921,185.921,185.921,185.921,185.921,185.921,185.795,184.807,177.079,171.518,162.701,154.151,151.966,150.444,144.915,130.950,112.255,108.444,100.221,93.665,73.897,71.112,68.178,61.698,58.288,56.092,53.997,50.526,49.976,45.378,37.173,16.109,14.636,14.537,13.796,13.510,12.735,10.723,9.738,9.729,9.692,9.692,9.625,9.588,9.474,9.441,9.418,9.377,9.377,9.377,9.377,9.377,9.377,9.377,9.377,9.357,-2.161,-2.161,-2.161
17,320.756,314.888,308.887,306.466,301.123,299.344,299.344,296.029,296.029,296.027,295.870,295.870,289.500,289.500,288.321,285.871,284.413,282.644,282.305,279.543,277.517,277.394,274.281,273.727,273.030,272.547,269.246,268.314,262.470,255.810,229.079,207.839,206.740,201.110,198.485,197.012,193.981,193.981,193.791,188.440,187.549,187.049,185.970,185.905,185.894,185.889,185.889,185.889,185.889,185.889,183.559,179.034,178.339,178.151,175.629,167.843,160.377,147.347,138.626,111.657,90.454,57.060,56.064,44.086,42.421,40.561,34.513,32.672,32.416,28.798,28.523,24.236,18.642,17.133,16.605,12.005,12.005,10.780,10.537,10.375,10.335,9.673,9.584,9.575,9.544,9.463,9.374,9.371,9.371,9.371,9.371,9.371,9.371,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
18,334.473,334.473,313.238,311.063,305.134,296.714,293.609,292.009,291.024,291.024,290.237,288.852,288.852,287.878,287.564,286.005,283.276,280.760,279.977,276.597,276.597,275.759,275.021,265.100,252.790,244.918,230.505,216.148,214.126,213.906,212.464,211.010,209.844,209.222,201.846,201.649,201.190,193.329,193.090,191.812,187.859,187.335,187.292,186.391,186.300,186.265,185.909,185.855,185.821,185.821,185.821,170.406,151.261,140.401,139.298,119.917,115.677,111.868,95.512,77.986,74.202,73.669,68.660,47.264,42.181,42.170,34.143,33.525,32.941,32.788,28.508,28.198,28.041,26.818,25.676,25.474,22.545,20.822,18.618,16.819,16.225,16.102,15.914,10.295,10.102,9.503,9.411,9.384,9.365,9.346,9.346,9.346,9.346,9.340,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
19,338.680,314.780,314.780,311.762,310.659,309.296,296.533,296.533,296.428,295.641,295.292,289.791,289.592,289.592,289.433,287.467,284.927,284.542,282.033,277.819,276.349,273.325,273.210,257.158,248.985,242.031,238.986,238.404,235.379,230.519,228.816,219.491,217.048,211.910,210.834,210.194,207.843,207.481,207.163,203.831,201.155,200.120,194.062,191.065,189.427,189.068,186.438,185.998,185.986,185.815,185.812,179.118,175.684,173.829,161.510,161.352,158.047,156.025,155.571,155.087,154.831,153.113,153.076,141.569,124.751,124.419,99.813,71.440,67.096,56.057,50.159,46.609,40.117,36.542,35.873,34.761,27.413,22.077,19.720,19.544,18.759,14.497,12.964,11.099,10.518,9.776,9.606,9.516,9.497,9.434,9.414,9.412,9.353,9.353,9.349,-2.161,-2.161,-2.161,-2.161,-2.161
20,382.880,329.259,317.317,317.317,310.337,310.035,306.305,306.305,305.894,303.795,300.280,298.155,298.115,297.653,295.913,294.896,292.918,292.052,292.052,290.009,289.340,288.767,288.279,286.953,286.515,286.309,284.825,281.263,280.865,275.536,270.620,261.167,251.661,249.978,247.899,236.103,222.525,214.754,211.238,211.054,208.196,208.078,202.722,198.870,197.647,194.680,192.825,191.427,191.054,190.854,184.580,172.645,169.986,169.934,165.342,161.306,143.119,139.941,136.156,133.803,121.498,118.595,91.154,88.596,81.329,75.769,74.033,72.604,57.080,30.738,28.666,27.338,25.804,19.412,17.536,16.540,16.272,12.904,11.313,10.871,10.183,9.529,9.473,9.470,9.453,9.431,9.413,9.383,9.383,9.383,9.383,9.382,3.429,-2.201,-2.201,-2.201,-2.201,-2.201,-2.201,-2.201
21,365.805,344.382,340.453,331.645,322.369,314.285,312.331,312.331,309.459,309.236,301.696,301.271,301.175,299.018,299.018,296.847,296.408,296.241,293.618,293.618,293.608,293.012,291.700,290.262,290.038,289.913,288.746,288.563,285.895,284.172,282.493,274.683,265.263,257.881,257.180,256.411,255.553,254.631,252.277,247.629,243.473,239.704,235.498,230.157,222.612,221.612,215.025,212.224,207.674,206.717,205.755,205.117,201.916,200.216,196.686,196.210,194.375,193.396,193.023,191.843,191.588,191.499,190.753,189.762,189.124,156.451,152.812,150.315,149.285,146.288,120.578,107.990,104.067,99.708,49.847,48.498,41.214,36.808,27.758,25.562,24.598,20.847,19.285,16.736,15.960,14.748,14.540,12.132,10.813,9.976,9.667,9.647,9.390,9.390,9.390,1.833,-2.201,-2.201,-2.201,-2.201
22,365.020,345.992,332.440,331.475,329.715,325.579,323.495,317.916,317.052,316.842,314.839,314.839,313.992,309.856,309.307,306.275,306.275,305.593,303.610,300.160,299.297,297.145,297.011,294.494,294.283,294.042,294.042,293.004,291.850,287.168,277.083,276.605,276.379,275.757,261.217,255.235,243.416,241.310,236.149,230.055,227.057,220.622,213.235,203.383,201.365,201.288,196.566,195.391,191.434,188.635,188.403,188.403,188.403,167.786,161.987,158.119,154.756,137.249,135.066,133.066,132.832,128.725,119.548,113.701,109.697,109.426,77.154,70.197,65.204,46.403,41.068,39.087,38.456,34.162,31.378,30.203,28.414,25.638,21.726,17.041,16.957,15.989,13.030,12.600,12.591,10.175,10.093,9.751,9.680,9.648,9.404,9.398,9.398,9.398,9.398,9.398,2.597,-2.201,-2.201,-2.201
23,347.449,335.697,332.659,332.574,328.689,327.311,327.081,326.452,319.115,318.266,314.990,314.990,311.921,311.214,308.727,307.677,306.917,304.209,303.560,302.993,302.993,302.036,301.494,301.397,295.521,286.461,286.257,280.271,279.051,270.242,267.577,262.622,255.284,251.548,243.158,242.704,240.677,238.858,238.344,233.222,231.154,227.073,225.902,225.888,213.207,212.762,209.578,199.682,195.268,194.793,192.347,191.597,191.409,177.511,172.491,166.308,163.682,163.393,150.303,146.803,138.700,124.275,119.992,117.999,83.975,81.195,80.086,75.344,71.654,70.975,55.165,47.048,41.847,34.236,31.770,30.961,30.930,28.995,27.262,23.731,23.728,23.566,23.037,19.576,19.575,18.370,17.597,16.271,14.334,12.989,12.863,10.581,10.268,10.084,9.675,9.420,0.578,-2.201,-2.201,-2.201
24,346.542,339.155,333.456,328.077,327.675,319.993,317.975,314.643,313.780,313.528,312.106,310.602,310.602,309.765,308.575,308.415,307.116,306.190,305.994,303.411,300.818,297.809,297.369,292.671,291.666,290.662,288.023,286.882,282.421,281.316,279.860,277.032,275.123,265.458,259.850,256.636,248.235,243.749,237.583,236.877,235.250,228.848,224.920,221.950,206.100,205.264,199.798,198.777,193.212,192.705,192.597,189.386,188.857,188.798,188.382,186.935,166.476,163.495,154.730,151.237,150.582,137.340,136.507,127.998,111.770,89.224,85.164,77.034,77.013,72.212,67.248,46.294,41.037,35.623,35.587,35.555,33.142,32.211,29.031,27.674,23.749,22.267,21.367,20.811,20.147,18.132,16.797,12.899,12.496,11.598,11.529,10.168,9.738,9.469,9.445,9.444,9.378,-2.201,-2.201,-2.201
25,384.505,360.639,349.477,348.290,346.563,345.010,338.431,336.772,331.498,329.549,328.571,326.648,318.377,317.406,317.404,315.733,314.288,314.113,311.072,311.072,310.462,308.206,307.797,307.769,305.573,300.689,300.418,297.545,296.666,296.106,294.562,289.814,289.254,287.606,281.402,279.574,275.164,273.639,267.351,261.019,257.343,241.153,237.259,233.025,232.196,224.721,215.082,212.726,210.905,208.220,207.565,206.290,205.111,204.940,204.015,203.636,201.488,196.023,194.196,193.484,193.139,192.042,189.825,183.755,152.358,138.386,126.231,116.266,113.389,111.278,89.948,76.125,57.055,48.709,34.920,31.897,29.944,28.886,28.702,28.060,23.970,23.856,22.801,21.366,21.065,21.063,15.236,14.070,11.742,11.205,10.424,9.727,9.559,9.529,9.489,9.398,-2.201,-2.201,-2.201,-2.201
26,390.906,383.394,380.900,360.160,355.889,343.855,343.605,338.028,335.297,331.681,330.370,320.485,320.437,316.287,315.004,314.935,314.122,314.122,314.011,313.717,312.988,311.763,311.268,306.776,303.362,301.835,299.532,297.403,296.820,296.271,290.763,288.628,285.965,283.587,277.788,275.631,273.584,268.099,267.856,263.638,261.308,259.538,259.263,254.167,242.466,234.435,234.371,230.888,224.697,217.795,207.077,205.637,203.464,203.440,198.846,197.463,197.421,196.400,192.956,190.411,180.114,176.081,170.588,163.898,161.045,160.398,156.227,141.483,132.139,122.460,121.417,114.074,111.165,107.211,103.682,98.287,90.001,88.015,86.978,77.837,70.162,40.590,36.951,35.759,32.226,30.619,19.945,19.162,18.985,17.570,17.191,16.510,11.770,11.478,10.366,9.945,9.402,9.402,5.582,-2.201
27,394.916,373.752,367.355,361.367,351.429,346.950,345.565,340.619,336.541,336.503,333.101,330.218,328.654,328.180,327.428,326.115,322.168,321.028,318.117,317.019,315.986,315.701,313.856,313.856,313.392,312.085,312.046,309.502,309.454,307.392,306.611,305.979,305.783,305.669,302.527,301.832,301.438,297.761,295.665,290.593,278.986,268.993,268.689,260.681,258.396,219.368,212.104,204.774,203.708,203.360,197.779,196.139,193.758,193.461,193.453,188.694,186.094,182.222,180.099,179.949,176.932,170.476,164.575,134.327,119.605,117.536,108.257,102.458,90.465,88.579,80.438,72.509,66.549,65.799,53.037,52.717,51.108,50.006,46.870,36.715,36.609,35.347,35.207,29.699,26.175,25.694,24.969,24.815,24.193,23.716,17.259,14.334,12.979,11.670,11.554,9.744,9.674,-2.201,-2.201,-2.201
28,405.235,389.281,364.644,356.954,353.320,349.493,342.970,342.934,342.488,341.244,332.524,331.521,330.186,328.393,328.019,325.221,323.915,323.061,321.667,316.576,316.340,316.190,314.207,309.901,307.981,307.648,306.734,296.879,288.976,286.887,284.175,280.066,275.531,273.267,271.605,268.080,264.085,255.440,252.476,249.832,247.223,241.861,239.970,239.160,224.663,222.552,222.420,221.688,218.874,218.853,218.348,215.383,213.293,209.492,205.126,198.965,196.342,195.685,190.563,174.044,164.365,164.214,158.798,151.961,141.660,114.458,109.650,100.850,98.328,91.998,89.487,87.197,68.454,65.615,62.613,55.781,46.044,43.105,42.836,34.172,30.581,29.018,28.659,25.976,25.836,24.951,22.511,18.801,17.924,11.495,9.631,9.618,9.416,-2.201,-2.201,-2.201,-2.201,-2.201,-2.201,-2.201
29,387.303,384.358,364.576,357.582,355.867,355.672,355.382,355.173,351.605,348.543,346.928,343.167,333.768,329.841,328.830,327.984,326.902,326.159,326.036,324.996,314.295,308.634,306.336,303.530,299.837,297.841,288.788,282.029,273.017,256.007,246.582,229.470,225.654,211.576,211.576,206.161,204.383,201.114,201.114,199.371,198.026,197.868,197.270,196.840,196.110,193.878,191.769,189.969,189.456,189.176,188.929,188.637,182.771,165.585,163.644,162.300,153.791,153.469,149.707,124.894,122.957,119.491,116.904,116.683,116.178,113.199,112.430,103.417,102.624,100.434,98.005,95.857,93.679,93.355,87.227,81.165,75.804,63.192,56.955,53.416,46.911,43.082,33.116,29.593,28.484,25.539,22.770,21.467,19.311,19.302,11.372,10.349,10.060,9.869,9.399,9.399,9.396,-2.201,-2.201,-2.201
30,424.801,388.006,385.301,364.742,362.134,361.958,355.949,355.776,355.625,345.916,337.492,333.892,332.707,331.688,331.103,330.408,330.322,327.030,325.872,325.645,322.796,317.450,317.262,317.262,315.441,295.651,295.651,295.072,294.926,287.364,283.424,280.894,274.562,274.379,259.429,254.712,241.098,235.244,235.098,232.812,230.167,220.798,220.291,219.028,211.510,208.257,206.969,205.946,201.067,194.394,193.047,179.353,178.540,170.677,165.615,153.475,152.275,147.118,141.564,132.322,110.426,105.969,102.117,92.052,91.082,74.394,65.964,62.228,40.820,39.679,35.583,28.446,27.204,26.603,26.256,25.868,25.868,22.974,22.924,22.751,22.514,20.311,19.001,16.810,16.209,10.573,10.368,10.292,10.055,9.733,9.669,9.623,9.623,9.598,9.401,2.229,-2.201,-2.201,-2.201,-2.201
31,387.203,383.186,373.929,371.543,366.544,361.159,355.848,346.438,346.312,339.430,338.756,334.194,333.091,332.947,331.287,330.958,329.537,326.225,322.426,320.469,318.335,309.245,307.033,305.619,297.160,292.763,291.882,280.248,279.425,278.233,273.669,264.173,264.173,260.996,258.366,253.593,252.497,244.386,240.829,236.363,230.244,229.374,228.861,224.190,221.846,220.121,220.076,210.295,205.783,192.086,190.959,190.288,188.404,188.404,188.288,188.278,162.508,159.743,150.587,142.269,134.440,131.997,125.582,120.016,117.697,88.640,74.033,62.315,56.600,54.796,51.794,46.012,38.934,35.156,34.989,34.849,33.854,32.043,31.856,31.012,30.247,28.067,28.067,26.049,26.049,25.911,24.769,23.451,21.869,18.680,12.799,10.788,10.522,10.269,9.906,9.543,9.390,-2.201,-2.201,-2.201
